SID,Age,Sex,Language,Experimenter,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,13,BellRainbowChair,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,14,BlockHatDrum,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,15,MugHourglassBlock,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,16,HatChairRainbow,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,17,HourglassMugBell,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,18,DrumRainbowHourglass,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,19,BellBlockHat,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,20,ChairDrumMug,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,21,RainbowMugHat,NA,0,0,0,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,22,HourglassBellChair,NA,0,0,0,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,23,PlanetShoeClockStar,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,25,StarBookHourglassShoe,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,26,KiteTirePlanetBlock,NA,1,1,1,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,27,BookHeartTireClock,NA,0,0,0,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,,0/1?,0/1?,,,,,,,,"""N/Y?""",0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,0,0,0,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,0,0,0,,,,,,,,,0,
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
28062018-M,4.906228611,M,Slovenian,Vesna,HA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
