SID,Age,Sex,Language,Experimenter,Double_coded_by,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1,Mem_check_2_single,Mem_check_2_double,Mem_check_2,Exclude_trial_single,Exclude_trial_double,Exclude_trial_reason_single,Exclude_trial_reason_double,Exclude_trial,Exclude_trial_reason,Unit_task_repeat_alts,Notes_single,Notes_double
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,GiveN,Excluded from analysis,GiveN,1,6,10,10,10,0,,,,,,,,,,,0,,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,GiveN,Excluded from analysis,GiveN,2,9,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,GiveN,Excluded from analysis,GiveN,3,7,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,GiveN,Excluded from analysis,GiveN,4,5,10,6,6,0,,,,,,,,,,,0,,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,1,5,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,2,7,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,3,16,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,4,24,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,5,52,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,6,71,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,7,105,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,8,107,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,9,116,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,10,224,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,11,252,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,SF,Excluded from analysis,SF,12,271,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,Training,1,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,1,5,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,2,7,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,3,16,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,4,24,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,5,52,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,6,71,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,7,105,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,8,107,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,9,116,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,10,224,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,11,252,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,NN,Excluded from analysis,NN,12,271,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,Sample Item B,SockFlower,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,7,PresentTire,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,8,KiteHydrant,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,9,DuckClover,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,10,TireHydrant,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,11,CloverKite,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,12,PresentDucck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,13,BellRainbowChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,14,BlockHatDrum,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,15,MugHourglassBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,16,HatChairRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-1,3.96714579,M,English (India),RMS,RMS,1,Comprehension failure,1,WPPSI,Excluded from analysis,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,DNF (did not understand Eng/teacher interference),
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,GiveN,1,6,4,4,4,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,GiveN,2,9,7,7,7,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,GiveN,3,7,4,4,4,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,GiveN,4,5,5,5,5,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,Training,1,NA,NA,NA,NA,0,0,0,0,0,0,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,1,5,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,2,7,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,3,16,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,4,24,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,5,52,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,6,71,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,7,105,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,8,107,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,9,116,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,10,224,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,11,252,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,1,SF,"notes say child did not understand task, no data",SF,12,271,NA,NA,NA,NA,,,,,,,,,,,1,no data,,DId not understand,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,1,5,4,4,4,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,3,16,7,7,7,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,4,24,10,10,10,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,5,52,8,8,8,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,6,71,6,6,6,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,7,105,7,7,7,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,8,107,8,8,8,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,9,116,17,17,17,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,10,224,17,17,17,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,11,252,18,18,18,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,NN,12,271,19,19,19,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,Sample Item A,Apple,1,1,1,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,1,Sun,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,2,Book,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,3,Cake,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,4,Leaf,1,1,1,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,5,Balloon,1,1,1,1,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,6,Leaf,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,7,PresentTire,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,8,KiteHydrant,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,9,DuckClover,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,10,TireHydrant,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,,,0,,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,12,PresentDucck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,13,BellRainbowChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,14,BlockHatDrum,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,15,MugHourglassBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,16,HatChairRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-10,3.81382615,M,English (India),RMS,RMS,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-11,3.60027379,M,English (India),NA,RMS,0,,0,,,GiveN,1,6,1,1,1,0,,,,,,,,,,,0,,NA,No counting,no counting
AM-11,3.60027379,M,English (India),NA,RMS,0,,0,,,GiveN,2,9,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
AM-11,3.60027379,M,English (India),NA,RMS,0,,0,,,GiveN,3,7,1,1,1,0,,,,,,,,,,,0,,NA,No counting,no counting
AM-11,3.60027379,M,English (India),NA,RMS,0,,0,,,GiveN,4,5,1,1,1,0,,,,,,,,,,,0,,NA,No counting,no counting
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,Training,1,3,3,3,0,,,,,,,,,,,0,,,,
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,1,5,7,7,7,0,,,,,,,,,,,0,,,,
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,2,7,0,9,9,0,,,,,,,,,,,0,,,,
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,3,16,NA,NA,NA,NA,,,,,,,,,,,1,no data,,Does not understand #s,doesn't understand numbers
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,4,24,NA,NA,NA,NA,,,,,,,,,,,1,no data,,Does not understand #s,doesn't understand numbers
AM-11,3.60027379,M,English (India),NA,RMS,0,,1,SF,"experimenter notes say ""doesn't understand numbers,"" only received 2 test trials",SF,5,52,NA,NA,NA,NA,,,,,,,,,,,1,no data,,Does not understand #s,doesn't understand numbers
