SID,Age,Sex,Language,Experimenter,Double_coded_by,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1,Mem_check_2_single,Mem_check_2_double,Mem_check_2,Exclude_trial_single,Exclude_trial_double,Exclude_trial_reason_single,Exclude_trial_reason_double,Exclude_trial,Exclude_trial_reason,Unit_task_repeat_alts,Notes_single,Notes_double
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NJ-20,5.72758385,F,Gujarati,SP,RMS,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,GiveN,1,6,6,6,6,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,GiveN,2,9,9,9,9,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,GiveN,3,7,7,7,7,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,GiveN,4,5,5,5,5,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,Training,1,2,2,2,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,1,5,6,6,6,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,2,7,8,8,8,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,3,16,18,18,18,0,,,,,,,,,,,0,,,don't think child heard correctly,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,4,24,25,25,25,1,,,,,,,,,,,0,,,"said ""24"" in hindi",
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,5,52,53,53,53,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,6,71,72,72,72,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,7,105,106,106,106,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,8,107,108,108,108,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,9,116,117,117,117,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,10,224,226,226,226,0,,,,,,,,,,,0,,,"said ""226"" in hindi",
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,11,252,253,253,253,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,SF,12,271,272,272,272,1,0,0,0,1,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,3,16,17,17,17,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,4,24,25,25,25,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,5,52,18,18,18,0,1,1,1,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,6,71,24,24,24,0,1,1,1,1,1,1,,,,,0,,,"said ""24"" in hindi",
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,7,105,126,126,126,0,1,1,1,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,8,107,108,108,108,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,9,116,107,107,107,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,10,224,225,225,225,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,11,252,cvcv,NA,cvcv,0,,,,,,,,,,,0,,,said random word,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,NN,12,271,224,224,224,0,1,1,1,,,,,,,,0,,,child realized mistake but didn't know correct answer,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,15,MugHourglassBlock,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,18,DrumRainbowHourglass,1,1,1,1,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,19,BellBlockHat,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,20,ChairDrumMug,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,,,0,,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NM-16,5.98767967,F,Gujarati,SP,SJB,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,GiveN,1,6,6,6,6,1,,,,,,,,,,,0,,NA,,"10 On first try, 6 on second"
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,GiveN,2,9,9,9,9,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,GiveN,3,7,10,10,10,0,,,,,,,,,,,0,,NA,counted to 7 when confirming,counted to 7 when confirming
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,GiveN,4,5,5,5,5,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,Training,1,2,2,2,1,,,,,,,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,1,5,6,6,6,1,,,,,,,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,2,7,9,9,9,0,,,,,,,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,3,16,17,17,17,1,0,0,0,0,0,0,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,4,24,26,26,26,0,0,0,0,0,0,0,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,5,52,53,53,53,1,0,0,0,,,,,,,,0,,,mumbled answer,mumbled answer
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,6,71,73,73,73,0,0,0,0,,,,,,,,0,,,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,7,105,NA,107 or 106,"107, 106",0,,,,,,,,,,,0,,1,repeated alts,repeated alts
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,8,107,NA,108 or 109,"108, 109",0,0,0,0,,,,,,,,0,,1,repeated alts,repeated alts
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,9,116,NA,118 or 117,"118, 117",0,0,0,0,,,,,,,,0,,1,repeated alts,repeated alts
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,10,224,silence,NA,silence,0,0,0,0,0,0,0,,1,,SILENCE,1,no data,,"does not understand number, won't answer","doesnt understand number, no answer"
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,11,252,silence,NA,silence,0,,,,,,,,1,,SILENCE,1,no data,,won't speak,Wont speak
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,SF,12,271,silence,NA,silence ,0,,,,,,,,1,,SILENCE,1,no data,,won't speak,Wont speak
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,3,16,10,10,10,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,4,24,22,22,22,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,5,52,26,26,26,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,6,71,8,8,8,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,7,105,6,6,6,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,8,107,8,8,8,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,9,116,10,10,10,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,10,224,25,25,25,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,11,252,53,53,53,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,NN,12,271,silence,NA,silence,0,,,,,,,,1,,SILENCE,1,no data,NA,won't speak,Wont speak
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,7,PresentTire,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,10,TireHydrant,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,,,0,,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-NP-68,5.19644079,M,Gujarati,SP,SJB,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,,,1,no data,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,GiveN,1,6,6,6,6,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,GiveN,2,9,9,9,9,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,GiveN,3,7,7,7,7,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,GiveN,4,5,5,5,5,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,Training,1,1,1,1,0,0,0,0,0,0,0,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,1,5,3,3,3,0,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,2,7,9,9,9,0,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,3,16,17,17,17,1,0,0,0,0,0,0,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,4,24,26,26,26,0,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,5,52,54,54,54,0,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,6,71,72,72,72,1,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,7,105,107,107,107,0,,,,,,,,,,,0,,,,Ipad crashed
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,8,107,109,109,109,0,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,9,116,117,117,117,1,,,,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,10,224,26,26,26,0,0,0,0,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,11,252,53,53,53,0,0,0,0,0,0,0,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,SF,12,271,273,273,273,0,0,0,0,,,,,,,,0,,,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,3,16,17,17,17,1,1,1,1,,,,,,,,0,,NA,mispronounced,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,4,24,15,15,15,0,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,5,52,53,53,53,1,,,,,,,,,,,0,,NA,,
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,6,71,made up number,?,made up number,0,,,,,,,,,,,0,,NA,,Made up number
CH-PS-22,5.81519507,F,Gujarati,SP,SJB,0,,0,,,NN,7,105,96,96,96,0,,,,,,,,,,,0,,NA,,
