SID,Age,Sex,Language,Experimenter,Location,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason,,
11072018-V,4.793976728,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-V,4.793976728,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,GiveN,1,6,NA,4,4,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,GiveN,2,9,NA,7,7,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,GiveN,3,7,NA,10,10,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,GiveN,4,5,NA,10,10,0,,,,,,,,He is trying to make a picture out of buttons -> angry and happy face,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,Training,1,2,2,2,1,0,0,0,1,1,1,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,2,7,9,9,9,0,0,0,0,0,0,0,"mc1: lots of them, mc2: lots of them",,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,3,16,17,17,17,1,0,0,0,1,1,1,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,4,24,26,26,26,0,0,0,0,0,0,0,"mc1: lots of them, mc2: 20",,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,5,52,53,53,53,1,0,0,0,0,0,0,"mc1: lots of them, mc2: 33, a1: 35",First reponse: 35,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,6,71,NA,NA,NA,NA,0,0,0,0,0,0,"He cannot pronounce the whole number,  mc1: 3 and 7, mc2: 7 and 3",He can not pronounce the whole number,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,7,105,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,8,107,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,9,116,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,10,224,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,11,252,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,SF,12,271,NA,NA,NA,NA,NA,,NA,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,Training,1,3,3,3,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,1,5,5,5,5,0,,,,,,,"Next number reminder, went from 5 to 5",Next Number!,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,2,7,7,7,7,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,3,16,16,16,16,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,4,24,23,23,23,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,5,52,35,35,35,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,6,71,93,93,93,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,7,105,many,Many,Many,NA,,,,,,,,,1,non-numeric response,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,8,107,3 and 4,3 And 4,3 And 4,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,9,116,116,116,116,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,10,224,23,23,23,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,11,252,35,35,35,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,,,,NN,12,271,93,93,93,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,7,PresentTire,0,0,0,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,8,KiteHydrant,0,0,0,0,,,,,,,,,0,,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,9,DuckClover,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,10,TireHydrant,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,11,CloverKite,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,12,PresentDucck,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,13,BellRainbowChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,14,BlockHatDrum,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,15,MugHourglassBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,16,HatChairRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-I,4.010951403,M,Slovenian,Vesna,Ulpana,JA,1,More than 20% of data missing,1,WPPSI,not enough trials,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,1,6,NA,7,7,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,Second try:6; number give: 6.,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,Training,1,2,2,2,1,0,0,0,1,1,1,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,3,16,18,18,18,0,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,4,24,25,25,25,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,5,52,53,53,53,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,6,71,72,72,72,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,7,105,106,106,106,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,8,107,108,108,108,1,0,0,0,1,1,1,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,10,224,226,226,226,0,0,0,0,0,0,0,"mc 1: 17, mc 2: 40",,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,11,252,53,,53,0,0,0,0,0,0,0,"mc 1: 52, mc 2: 32, went from 53 to 53",53->53,1,can't say number,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,12,271,72,,73,0,0,0,0,0,0,0,"mc 1: 72, mc 2: 72, went from 73 to 73",73->73,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,1,5,"3, 4",4,4,0,,,,,,,Next number reminder,Next Number!,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,3,16,IDK,IDK,IDK,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,4,24,IDK,IDK,IDK,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,5,52,IDK,IDK,IDK,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,6,71,11,11,11,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,7,105,6,6,6,0,,,,,,,,,1,can't say number,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,8,107,IDK,IDK,IDK,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,9,116,10,10,10,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,10,224,9,9,9,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,11,252,11,11,11,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,12,271,3,3,3,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Training,Apple,0,0,0,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,1,Sun,1,1,1,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,2,Book,1,1,1,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,3,Cake,0,0,0,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,4,Leaf,1,1,1,1,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,5,Balloon,0,0,0,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,6,Leaf,0,0,0,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,0,,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,7,PresentTire,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,8,KiteHydrant,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,9,DuckClover,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,10,TireHydrant,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,11,CloverKite,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,12,PresentDucck,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,13,BellRainbowChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,14,BlockHatDrum,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,15,MugHourglassBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,16,HatChairRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-J,3.887748118,F,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,2,9,NA,10,10,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,4,5,NA,10,10,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,3,16,18,18,18,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,4,24,26,26,26,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,5,52,54,54,54,0,0,0,0,0,0,0,memory check 2: 32,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,6,71,73,73,73,0,0,0,0,1,1,1,memory check 1: 7,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,7,105,107,107,107,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,8,107,109,109,109,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,9,116,118,118,118,0,1,1,1,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,10,224,225,225,225,1,0,0,0,0,0,0,"memory check 1: 24, memory check 2: 24",,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,11,252,253,253,253,1,0,0,0,0,0,0,"mc1: 202, mc2: 24",,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,12,271,272,272,272,1,0,0,0,0,0,0,"mc1: 71, mc2: 56",,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,Training,1,3,3,3,0,1,,1,1,,1,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,1,5,"0, 5",5,5,0,,,,,,,Next number reminder,Next Number!,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,2,7,7,7,7,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,3,16,16,16,16,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,4,24,24,24,24,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,5,52,52,52,52,0,,,,,,,,,0,,,
12072018-M,3.646817248,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,,,
